entity,raw_l2,pc1_score,residual_l2,residual_z
Beautifier,67.85811,-1.6670045,62.61405,-0.22587092
Bunglesome,71.9088,0.52652514,62.581142,-0.22710791
Panegyrist,68.068665,2.5316212,62.580124,-0.2271462
Zibethone,67.42084,2.4947865,62.577393,-0.22724886
Fidejussionary,70.56571,-6.310272,62.57672,-0.22727409
Toiler,67.34634,4.8098664,62.528458,-0.2290882
Sarcomata,75.94772,-1.2284557,62.527805,-0.22911273
Clubability,67.80203,0.8103574,62.522285,-0.2293202
Fizzer,65.00141,4.0120573,62.515804,-0.22956382
Cotillon,65.91653,-1.461504,62.514797,-0.22960167
Manipulability,69.45076,0.063600406,62.49764,-0.23024662
Aquarid,67.178085,4.0469794,62.47785,-0.23099035
Prerich,74.3941,-5.958111,62.469505,-0.23130408
Plattnerite,73.23344,-6.3225994,62.46813,-0.23135585
Preclaimant,66.64257,3.3928883,62.463852,-0.23151657
Premies,71.74644,1.2345072,62.4444,-0.2322477
Furnacemen,70.53576,0.14179471,62.44089,-0.23237962
Ichthyal,63.86536,4.4967256,62.421326,-0.23311503
Tesack,69.81139,3.940573,62.360355,-0.23540676
Skatikas,71.13375,-2.7077322,62.315556,-0.23709068
Haemacytometer,63.781605,2.728088,62.236584,-0.24005903
Egracias,62.722412,-1.3209785,62.234146,-0.24015066
Stronghand,72.64187,3.5182343,62.213146,-0.24093999
Laccoliths,60.62588,1.3047639,62.17658,-0.24231449
Scoopfuls,66.28958,1.2550753,62.169632,-0.24257559
Togger,73.629234,-0.9041239,62.16846,-0.2426196
Palmus,68.52588,-2.8044834,62.129528,-0.244083
Platinotype,69.2684,-4.2524242,62.088615,-0.2456208
Neurhypnotist,68.834404,-1.460476,62.068264,-0.24638577
Taluche,72.17966,-4.4488444,62.06106,-0.24665648
Leukosis,75.22591,-2.7337308,62.025333,-0.24799941
Engrosses,72.69659,-3.5166962,62.014854,-0.2483933
Postdiastolic,66.528656,3.5174572,62.01474,-0.2483976
Dovens,72.02284,1.9958032,62.007664,-0.24866357
Trestlework,65.861534,5.4869237,62.00647,-0.24870846
Spleetnew,63.568207,-4.113282,62.005447,-0.24874689
Nondesignate,64.45156,-5.2411838,61.972553,-0.2499833
Trophobiosis,74.580505,-0.29639176,61.966312,-0.25021788
Overspun,69.52679,-0.033433795,61.95474,-0.2506529
Automobilist,72.6199,0.0153044015,61.93211,-0.25150347
Populator,64.80977,2.413655,61.922527,-0.25186366
Jujuisms,63.418804,-1.4791515,61.909378,-0.2523579
Perfects,66.37723,1.3560941,61.87979,-0.25347
Swertia,69.88546,1.1101542,61.874363,-0.25367403
Maledict,71.129105,0.12527445,61.861515,-0.25415695
Mustachio,69.02937,-2.7668796,61.859127,-0.2542467
Quattrino,71.85271,-1.9961507,61.840054,-0.25496364
Interclash,65.477684,2.599009,61.8307,-0.2553152
Fleuronnee,69.810074,-0.4234821,61.82024,-0.25570837
Tribuna,68.376854,0.436361,61.81127,-0.2560455
Penduline,70.47734,-0.7712456,61.81025,-0.2560839
Newcomer,68.853035,1.9050531,61.80415,-0.25631317
Cookey,71.91786,-2.911308,61.794933,-0.2566596
Alburnums,74.7687,-0.5932553,61.790222,-0.25683668
Epicardial,67.26316,2.038002,61.777195,-0.25732633
Cisplatine,70.81552,-3.011382,61.749573,-0.2583646
Nonsurrender,68.81049,7.137073,61.745007,-0.25853622
Sintsink,71.30286,-4.2425876,61.710667,-0.259827
Jucuna,69.76103,2.5882168,61.705147,-0.26003444
Neutrophile,64.8282,-0.37990996,61.704327,-0.2600653
Capita,74.807816,0.68641233,61.671284,-0.26130727
Briarberry,68.049095,-0.43970603,61.63604,-0.262632
Ectocarpus,67.92825,1.6328862,61.62583,-0.26301572
Nonorthodox,67.642334,-2.604306,61.602226,-0.263903
Reenter,70.36362,1.6116178,61.595078,-0.2641717
Joggler,67.38229,4.5392194,61.566822,-0.26523376
Presses,74.49874,-2.1909966,61.52726,-0.2667208
Prevaricator,72.708595,1.8898811,61.517067,-0.2671039
Tettigoniidae,73.070366,0.830251,61.461273,-0.26920107
Polypi,62.61532,1.0996675,61.436634,-0.27012718
Naturize,73.45495,-2.0569632,61.423916,-0.27060524
Sickroom,64.27215,1.0569401,61.401363,-0.27145293
Ganowanian,68.31564,-2.5707295,61.352047,-0.2733066
Negritize,64.18498,1.9371042,61.351307,-0.27333444
Technics,66.96383,1.5743886,61.345287,-0.2735607
Reforbid,68.83818,2.7346509,61.330326,-0.27412304
Anabiotic,69.548874,-2.77653,61.31602,-0.27466074
Euryalida,67.4509,0.54414856,61.29529,-0.2754399
Appointees,57.21038,5.0909424,61.292755,-0.27553526
Compunct,61.72353,6.4682894,61.272076,-0.27631253
Primogenial,65.21473,3.3149245,61.26285,-0.27665925
Churchwoman,65.62176,-1.8098279,61.20458,-0.2788496
Pollenite,66.24084,2.2396464,61.19764,-0.2791104
Enclitic,64.915436,3.3955507,61.192303,-0.279311
Smallnesses,57.73625,2.5051324,61.189987,-0.27939805
Aspace,70.49628,0.063073486,61.184544,-0.27960265
Cladophorales,72.522514,-2.5136101,61.17956,-0.27978992
Rebathe,61.022995,1.75936,61.148365,-0.28096253
Physiatrics,68.66038,1.7862699,61.13754,-0.28136945
Ophian,69.113075,-3.0082152,61.12312,-0.28191143
Uromere,71.5539,1.476434,61.12011,-0.28202456
Brachyurous,69.70243,-2.0977929,61.11055,-0.2823839
Phalangerinae,70.65198,-1.6340514,61.10867,-0.28245458
Cembalo,65.9943,-2.2938762,61.108044,-0.2824781
Breird,63.203827,-2.4423335,61.107117,-0.28251293
Tholeiitic,67.57604,0.44137508,61.104103,-0.2826262
Trichinous,67.86212,-0.4041937,61.096737,-0.2829031
Stylelike,65.833466,-1.8225986,61.094883,-0.28297278
Stealers,68.704475,1.3969718,61.05419,-0.28450227
Rallyings,68.10911,-1.8774916,61.019337,-0.28581238
Tawneys,73.4335,-5.61468,61.013947,-0.28601497
Conatural,66.6878,1.3097916,60.991817,-0.28684676
Membranous,65.49308,3.2216554,60.982796,-0.28718588
Glossoscopy,74.532326,-3.8494093,60.971565,-0.287608
Subversives,57.800823,1.9320927,60.9705,-0.287648
Anthomedusan,66.37094,-0.702999,60.94527,-0.28859636
Azophenylene,71.89655,-1.6719491,60.937965,-0.28887093
Nondemand,68.782845,2.5352914,60.915085,-0.28973097
Unsensible,64.07365,0.40688837,60.90845,-0.2899803
Dahabiahs,72.53948,-3.467751,60.892265,-0.29058868
Collyria,67.681244,3.3986168,60.878403,-0.29110974
Cephaline,73.48356,-0.15171364,60.875004,-0.2912375
Galvanist,65.180466,2.4511228,60.874004,-0.29127508
Chitimacha,68.52312,1.1284058,60.868927,-0.2914659
Parapophysis,68.257,0.8825559,60.83515,-0.29273546
Superimposure,59.977383,-0.4720851,60.83037,-0.2929151
Musicophysical,61.256096,6.4796767,60.805676,-0.2938434
Mauler,67.642044,2.5063412,60.797096,-0.29416585
Rudimentary,62.824238,2.2293098,60.790604,-0.2944099
Caimacam,65.446266,0.33684835,60.76192,-0.295488
Disprofess,64.64205,1.461386,60.73472,-0.2965105
Trisyllabical,67.88813,-3.3763926,60.725426,-0.29685977
Gaultheria,67.47596,3.937249,60.71768,-0.29715085
Undealt,66.06783,4.200471,60.690456,-0.2981742
Backcasts,67.08775,1.6517687,60.683636,-0.29843056
Enswathe,68.79214,1.5093443,60.660473,-0.2993012
Chugalugs,67.010124,1.7965101,60.648464,-0.29975256
Epimyocardium,71.04982,-6.5191126,60.61012,-0.3011939
Totery,66.605316,1.3354216,60.59419,-0.30179265
Hardfist,67.52092,-1.6010457,60.583775,-0.3021841
Bowsie,68.281364,-5.1719093,60.551052,-0.30341405
Collectivize,61.08546,2.9967213,60.54749,-0.30354798
Maddock,67.85224,-0.4364946,60.54556,-0.30362055
Relubricate,64.8928,0.9850588,60.51396,-0.3048082
Intrado,71.947395,0.48484352,60.49691,-0.30544913
Sermonish,65.32263,1.0528438,60.48161,-0.30602425
Depasture,71.151985,0.92250025,60.471077,-0.30642012
Nordicism,60.84377,-0.68549526,60.466805,-0.30658072
Opiumism,66.147385,-4.2072306,60.463234,-0.30671492
Corvinas,69.053925,-3.7190633,60.45439,-0.3070473
Declines,59.14045,-0.5009389,60.434227,-0.30780524
Disorganic,62.766975,-0.37191975,60.420486,-0.3083217
Overbrutality,71.19034,1.0720798,60.41619,-0.30848315
Semibiologic,70.05966,0.4432243,60.407722,-0.30880147
Sesbania,66.415665,4.164441,60.39124,-0.30942103
Heterocaryosis,65.94995,-8.431767,60.386402,-0.30960286
Quipster,70.81146,-0.518676,60.38261,-0.30974537
Orguil,64.178055,0.24264757,60.331074,-0.3116825
Radicle,65.41923,-0.70513487,60.32151,-0.31204197
Gratias,64.92932,1.1921817,60.31307,-0.31235927
Supersafe,68.78651,1.5106599,60.31094,-0.3124393
Gemmate,67.161835,3.4170446,60.300034,-0.31284922
Chiffre,67.7206,-1.7672901,60.298126,-0.31292093
Matajuelo,69.55145,-3.379346,60.294716,-0.3130491
Permeates,72.69894,-1.9429567,60.28246,-0.31350982
Uncompass,67.929016,5.3031397,60.260963,-0.3143178
Wernerite,62.245564,2.6784902,60.25282,-0.31462392
Amaranthoid,63.69137,-2.8601646,60.218742,-0.31590477
Sanghs,68.8084,-1.2420272,60.206852,-0.3163517
Empiric,68.60303,5.7961297,60.188972,-0.31702375
Aubrieta,71.57516,-0.760863,60.18884,-0.31702876
Brunonism,65.33272,-3.7303987,60.186848,-0.31710362
Scutch,69.27838,3.2711356,60.17424,-0.3175775
Homicidious,68.95861,-0.56298,60.172985,-0.3176247
Shoggie,69.41549,-1.2579795,60.156853,-0.31823105
Polyglottonic,68.12094,3.2753286,60.151302,-0.31843966
Deviler,63.96586,-0.36296684,60.126434,-0.3193744
Moderant,66.50175,4.446999,60.117172,-0.31972253
Maizenic,72.04155,-2.8123095,60.105927,-0.32014525
Perreia,63.045563,2.986864,60.075085,-0.3213045
Backboards,64.7303,0.03060512,60.061337,-0.32182127
Operette,64.70938,5.1813073,60.041195,-0.32257834
Iodoprotein,67.656075,-1.3762833,59.997814,-0.32420892
Hinderlins,67.22744,2.1911373,59.98749,-0.3245969
Oxtongue,64.98431,1.1882346,59.976616,-0.3250057
Hetaery,66.96818,-3.0723174,59.97507,-0.3250638
Houvari,68.588326,0.11202497,59.97439,-0.32508945
Literalist,66.81115,0.409577,59.92728,-0.3268601
Coggie,63.691357,3.0229425,59.904682,-0.32770953
Genioglossus,63.727837,5.3741474,59.896492,-0.32801738
Hooven,69.957726,1.2157062,59.89375,-0.32812047
Thicky,67.29928,-0.12797835,59.88977,-0.32827002
Mosquitoproof,68.07077,-0.4267213,59.8752,-0.32881775
Aunthoods,61.20867,-3.3078697,59.8669,-0.3291296
Tenenda,63.945026,-0.14810959,59.82558,-0.33068275
Jacobinism,57.89124,1.5217239,59.823463,-0.33076236
Sphacelate,71.098335,1.6881717,59.80766,-0.33135638
Remagnify,71.08227,4.1018295,59.802956,-0.3315332
Wangtooth,72.77316,-1.9303435,59.789,-0.33205768
Procathedrals,65.85944,-0.24896675,59.77252,-0.33267725
Elfhood,60.98571,-1.3080631,59.72875,-0.33432245
Saintdoms,66.209045,-3.7326558,59.68865,-0.3358297
Salvator,69.5227,4.0957794,59.67392,-0.3363833
Whipstaves,60.776733,4.269501,59.671455,-0.33647597
Thermoses,73.11685,-0.96337926,59.664814,-0.3367256
Dibstones,67.508194,1.8514985,59.648598,-0.3373351
Mucolytic,70.0397,2.3484488,59.62275,-0.3383067
Lendee,67.66526,-0.9723555,59.61014,-0.33878058
Noncarbonate,69.16354,-4.4847717,59.609516,-0.3388041
Anabaptistic,63.988167,-1.5356878,59.572483,-0.34019607
Stemple,66.03139,0.74059355,59.569195,-0.3403197
Dichotomous,73.21467,0.1342293,59.557625,-0.34075457
Kronur,62.867413,-0.9722817,59.54732,-0.34114185
Archdevil,64.09008,-1.2363503,59.545113,-0.34122488
Ostreidae,70.27931,-4.315026,59.53282,-0.34168684
Submarinism,68.02974,-1.7532622,59.483902,-0.34352562
Dobies,70.48411,-2.0831852,59.483105,-0.3435556
Sideroxylon,61.695065,1.4254191,59.480095,-0.34366873
Hemispasm,70.90134,-2.6411097,59.467083,-0.34415781
Justifier,61.74388,-1.1227658,59.450157,-0.344794
Shatan,66.87207,1.353973,59.432426,-0.34546047
Laryngoscopies,59.559696,-1.1624857,59.40552,-0.34647176
Pycnanthemum,68.22939,2.7107399,59.3901,-0.34705147
Whippertail,65.030014,0.72641647,59.38268,-0.34733036
Vocalistic,68.4385,1.5985798,59.358932,-0.34822294
Coxankylometer,66.12341,1.6067737,59.348797,-0.3486039
Hypertensinase,69.22338,0.49791387,59.308186,-0.35013038
Wapper,68.35741,-0.22106501,59.295406,-0.35061073
Xenophoridae,68.57954,1.5949379,59.29199,-0.35073918
Atreptic,65.90239,1.3485043,59.28707,-0.35092402
Notholaena,61.893154,-2.2378435,59.277138,-0.35129738
Bloodstones,63.732414,-0.007015854,59.26781,-0.35164797
Amentaceous,68.322014,-4.754438,59.245865,-0.35247287
Photodermatism,65.324524,-1.2616508,59.23697,-0.35280722
Maclurin,60.776142,0.3171539,59.225185,-0.35325015
Precursors,53.482365,1.7079246,59.218483,-0.3535021
Netherlandic,67.48465,-0.83670634,59.217407,-0.3535425
Diaporesis,67.41295,-2.2653496,59.19515,-0.35437918
Stammel,66.31112,-0.75585157,59.19372,-0.3544328
Goeduck,69.341324,-2.7956688,59.170418,-0.35530874
Doings,58.25551,-1.4908514,59.158665,-0.3557505
Adaxial,59.91376,1.6372406,59.15824,-0.35576642
Periodicalism,59.561146,2.4787827,59.13225,-0.3567433
Aviatrix,68.20291,1.6870699,59.087254,-0.35843468
Carcinologist,63.83873,3.6959321,59.08564,-0.35849532
Beakiest,64.65574,0.5426992,59.080994,-0.35866997
Trainability,68.05474,0.52671725,59.073006,-0.35897022
Prowarden,60.909744,3.693547,59.06885,-0.35912636
Batteuse,59.57877,-0.03634657,59.01917,-0.3609938
Libral,65.16576,-4.9510922,59.01626,-0.3611032
Nigritudinous,65.65123,-0.290043,59.006363,-0.36147517
Tamulic,65.47552,1.9586433,58.9915,-0.36203378
Ziggurat,67.5779,0.038253024,58.98884,-0.36213386
Perigenital,63.180946,1.7802238,58.962234,-0.36313385
Plotties,71.23945,-4.2600617,58.94206,-0.3638922
Lentoid,69.33567,-1.328595,58.93947,-0.36398956
Caesural,61.51776,1.8936003,58.932583,-0.36424837
Potamogalidae,69.21509,-1.3828893,58.91879,-0.36476687
Hexacorallia,68.6107,-5.2678022,58.91718,-0.36482736
Machaira,62.73632,2.3475661,58.91444,-0.3649303
Opsins,61.283653,1.0466295,58.844807,-0.36754766
Replial,68.54526,-1.260761,58.84388,-0.3675825
Empathizes,56.87722,2.8838422,58.842144,-0.36764774
Breechesflower,69.75332,-0.5794246,58.819553,-0.36849687
Beqwete,69.79222,3.3607545,58.79072,-0.36958057
Avanturine,60.98471,1.4973845,58.790005,-0.36960754
Shittim,70.74133,-1.8254331,58.775177,-0.37016487
Pylethrombosis,70.902336,-6.7094545,58.763496,-0.37060392
Mossiest,65.52301,-2.3149726,58.75832,-0.3707985
Arthroempyema,70.86593,0.19909333,58.73678,-0.3716082
Otectomy,64.80378,3.4839082,58.70431,-0.37282854
Lamentory,65.00356,-0.04294815,58.69812,-0.37306124
Nakeder,70.4744,1.9992633,58.69798,-0.37306654
Preimpose,65.33566,0.68876654,58.694027,-0.3732151
Slavism,64.25645,-1.3959969,58.683697,-0.3736034
Excarnate,67.49168,1.449005,58.677433,-0.37383884
Epistemologist,61.632717,3.494314,58.67723,-0.37384644
Augmentor,63.489162,0.6758143,58.676056,-0.37389058
Kindlier,65.06649,2.0016594,58.67456,-0.3739468
Nematognathous,69.169174,0.44204444,58.670258,-0.37410855
Unvoluminous,62.020824,3.128085,58.66561,-0.3742832
Tetragon,65.34178,-0.004665673,58.657784,-0.3745774
Soilages,64.28175,0.7909036,58.607964,-0.37645003
Lichenicolous,65.14818,2.4695666,58.59668,-0.37687415
Kodaker,66.85709,1.947633,58.585663,-0.37728825
Counterparadox,66.56889,-1.1480433,58.549164,-0.37866017
Uncolloquial,69.333466,2.2036395,58.505386,-0.38030565
Unneural,65.36223,2.8415215,58.50365,-0.3803709
Pupilability,70.6851,-1.6268506,58.494186,-0.38072664
Sickener,64.59448,-2.1643083,58.484936,-0.38107434
Shapiest,62.95857,2.6114633,58.479664,-0.3812725
Freemartin,67.83174,-0.06204535,58.463398,-0.3818839
Ostensory,63.30979,-0.10909593,58.446953,-0.38250202
Ultrasubtle,62.08723,3.956811,58.398266,-0.38433203
Naturelike,62.25555,1.1259692,58.380745,-0.3849906
Kiters,60.510777,2.7636056,58.364845,-0.38558823
Bilithon,59.354908,0.2746026,58.364468,-0.38560244
Alphosises,67.692,1.4838061,58.30274,-0.3879227
Autarkist,62.834267,0.6099679,58.285828,-0.38855833
Parabiotic,69.60841,-0.08777979,58.277424,-0.3888742
Polymixiid,65.22459,-1.7438334,58.237675,-0.39036828
Supercelestial,64.63337,2.935289,58.232033,-0.39058033
Carrocci,64.28021,0.33488834,58.226486,-0.39078882
Indoctrinate,68.406395,1.1667517,58.22492,-0.39084774
Alkylates,66.40832,-3.3187854,58.21865,-0.39108333
Gunter,67.71567,3.952835,58.20254,-0.39168885
Skilfish,68.267784,0.9708568,58.188644,-0.3922112
Guesdist,65.68458,0.80727524,58.16345,-0.39315826
Semipros,59.573345,-1.0317285,58.16315,-0.39316943
Emphases,72.51835,-0.016297534,58.14998,-0.39366457
Helicopts,73.54537,-3.3705573,58.133514,-0.3942834
Dardani,63.56893,0.7373414,58.12833,-0.39447826
Peridiniaceae,68.01237,-1.1583853,58.10173,-0.3954781
Denervate,66.81637,5.873883,58.051907,-0.39735085
Lipopoda,61.304226,-0.09392947,58.04546,-0.39759317
Secularize,70.03931,1.8024334,58.002827,-0.39919564
Deresinate,62.56621,-0.08032745,58.002632,-0.39920294
Parchmentize,65.2132,-2.3603177,57.998783,-0.39934763
Psychobiology,61.47113,1.4751894,57.989975,-0.3996787
Platydactylous,70.33357,-5.987794,57.979218,-0.40008304
Gladdens,64.63028,0.66082525,57.974953,-0.40024334
Sceloporus,62.92777,-1.1622016,57.925,-0.40212098
Unitarist,62.074425,-0.868112,57.89857,-0.40311435
Panurgic,69.27588,-1.9635926,57.887703,-0.40352285
Peracid,66.53487,0.3680111,57.865074,-0.4043734
Scurvies,64.67765,-0.84564394,57.863644,-0.4044272
Effuse,64.73834,3.934281,57.85225,-0.4048555
Humiture,62.04046,2.887539,57.846577,-0.4050687
Retwists,70.40667,1.9545752,57.82912,-0.40572482
Thoughtsick,64.71657,-2.2106028,57.813137,-0.4063256
Hulverhead,71.60025,-6.544047,57.788326,-0.40725818
Homonomy,63.897434,3.4714808,57.738914,-0.40911546
Ithomiidae,64.92092,-0.23897536,57.73081,-0.40942013
Viduate,59.565063,0.89038473,57.73003,-0.4094494
Squawkiest,65.08583,1.9477704,57.723488,-0.4096953
Poloniums,64.323235,1.5023837,57.698174,-0.4106468
Clumsiest,66.112854,1.2323138,57.696255,-0.41071892
Burion,59.608273,0.8416307,57.66319,-0.4119618
Inworn,62.851303,0.55160177,57.661934,-0.41200897
Muckamuck,69.32381,-1.1782354,57.661865,-0.41201153
Ichthyomorphic,66.54466,1.3493953,57.601494,-0.41428077
Snecks,62.426144,0.1071772,57.585968,-0.41486433
Canopid,65.87843,-1.0127454,57.572613,-0.41536632
Metricates,70.59189,-0.19774535,57.549316,-0.41624197
Thrushel,64.22034,1.7160684,57.537773,-0.41667587
Ricrac,62.288147,2.1922054,57.511177,-0.41767555
Thesmothetae,64.59964,-4.3289385,57.508053,-0.41779298
Bittiest,64.38444,1.7462654,57.490875,-0.41843864
Seccotine,68.74062,-1.4867303,57.46962,-0.41923758
Detailist,62.106712,0.7924921,57.46933,-0.4192485
Asphodel,64.67762,2.9218526,57.41734,-0.4212027
Bolsterwork,58.255062,4.8037863,57.412315,-0.42139152
Squamomastoid,61.62388,0.34060997,57.397137,-0.42196205
Clavichordists,64.10619,2.4071846,57.393337,-0.42210487
Hereticate,65.82581,1.8596488,57.352978,-0.42362186
Roncos,66.54469,-3.7076385,57.352154,-0.42365286
Tiglon,61.658993,1.8076502,57.30104,-0.42557406
Houtou,67.27234,1.1391978,57.218445,-0.42867863
Mondego,65.02931,-1.0846647,57.215897,-0.42877442
Smalls,63.79696,0.8992796,57.204823,-0.42919067
Cosmosophy,61.264053,-3.6944983,57.19747,-0.42946696
Fenner,69.73002,-0.9381444,57.191822,-0.42967933
Punatoo,63.434593,0.38824105,57.17133,-0.43044958
Bearcoot,62.552025,-3.1997464,57.15652,-0.43100622
Varieties,53.151276,1.608716,57.146957,-0.43136567
Berkeleyism,61.01553,-2.0798461,57.142628,-0.43152842
Interminister,59.325134,4.7576733,57.134544,-0.43183225
Leaderette,63.72482,1.7172921,57.131313,-0.4319537
Numskull,64.07344,2.1112282,57.124443,-0.43221194
Intercentral,67.497215,-1.4617503,57.09694,-0.43324575
Sonatine,59.673103,1.2649287,57.093765,-0.43336505
Dadupanthi,64.27364,-4.2425914,57.08698,-0.43362013
Filthless,63.5802,1.6266354,57.031353,-0.43571097
Waterlandian,66.30761,-1.8657107,57.029682,-0.43577376
Cassegrain,60.229485,0.4768949,57.020554,-0.43611687
Mastabas,64.768715,0.30606428,57.01554,-0.43630528
Porterage,68.91599,2.645324,57.00208,-0.4368113
Apteria,56.26029,-2.3829372,56.978226,-0.4377079
Semitextural,61.696384,-1.2128818,56.975513,-0.43780982
Theatricalise,62.116184,-0.58399963,56.967045,-0.43812814
Mercify,68.11866,-0.68715316,56.96005,-0.43839112
Nematogene,64.90028,-0.4430592,56.948124,-0.43883935
Pranava,66.29719,-1.5493468,56.94623,-0.43891045
Meager,60.589134,2.8898764,56.9302,-0.43951312
Interscendent,61.277695,-0.24380209,56.928696,-0.4395696
Undignify,66.03896,4.085887,56.92302,-0.43978295
Wapitis,68.33713,-3.4363725,56.912907,-0.44016308
Treacle,62.56527,2.2679396,56.88977,-0.4410327
Chattelship,62.16609,2.6240768,56.88154,-0.44134215
Botchiest,62.92589,-2.639031,56.855682,-0.442314
Rubythroat,62.02216,0.5729942,56.85313,-0.44240993
Disavaunce,60.89555,5.4634995,56.827377,-0.4433779
Gastrophilism,59.810375,-3.6148093,56.81677,-0.44377667
Unmonarchical,58.395008,3.148053,56.81117,-0.44398716
Pinecones,66.58581,-4.2173467,56.810646,-0.4440068
Chingma,69.34906,-4.9487925,56.80007,-0.44440427
Amylolytic,63.33932,-1.2386595,56.772026,-0.44545844
Cubanize,57.45569,3.803418,56.76854,-0.44558948
Nonevocative,64.69403,-0.61295736,56.762974,-0.4457987
Xylidines,67.26531,-1.5701468,56.759594,-0.4459257
Kumbuk,61.88908,-1.7694508,56.75897,-0.44594923
Nonspecial,59.96183,-0.6049179,56.757153,-0.4460175
Caimitillo,65.80472,-5.4935784,56.74233,-0.4465747
Cathedras,64.58358,-1.9893914,56.74143,-0.4466085
Unknowability,59.291756,-1.7927747,56.73535,-0.44683695
Strass,63.481503,-3.8263378,56.708904,-0.44783103
Pentadicity,61.181908,1.4537914,56.708794,-0.44783518
Expropriate,64.03216,5.1677127,56.688786,-0.44858724
Cobeliever,63.71581,-0.7679894,56.68682,-0.4486611
Semiclose,63.960743,1.5568225,56.67113,-0.44925082
Overwrest,55.163822,4.344981,56.667366,-0.44939235
Sulfourea,65.52741,-0.9600597,56.646454,-0.45017838
Recock,64.70275,-1.9694355,56.63112,-0.4507548
Chitarrone,71.82863,2.1600835,56.629185,-0.45082748
Yeshiva,60.001743,4.5167065,56.614563,-0.4513771
Hingers,65.57417,-1.4207811,56.60734,-0.4516485
Diphenyls,65.850624,0.52607524,56.603058,-0.45180953
Overregulate,54.450855,5.0276465,56.58731,-0.45240143
Subregularity,62.067184,0.38258207,56.576927,-0.45279172
Panties,71.73035,-2.100635,56.56344,-0.45329875
Dissimulators,61.033123,2.3424401,56.559998,-0.45342806
Tyrannophobia,61.20077,0.84748703,56.545788,-0.45396218
Basaltes,66.59509,-0.63949215,56.528915,-0.45459637
Walkingstick,70.00419,2.1814325,56.528854,-0.45459867
Consummates,58.920223,0.83734405,56.527287,-0.45465758
Landwrack,62.040485,-3.733693,56.525608,-0.45472068
Novelise,66.65297,-4.245919,56.506634,-0.45543388
Semiannular,62.394314,-1.0815837,56.502613,-0.455585
Albuminise,62.12217,-4.6874537,56.499714,-0.455694
Overwoman,58.456398,-0.21563184,56.447834,-0.45764402
Lenaeus,65.09629,-0.55990255,56.400955,-0.45940608
Myxolipoma,66.71867,-2.8423784,56.387733,-0.45990306
Ultraservile,63.394814,0.23887447,56.38671,-0.45994148
Kniphofia,62.73394,0.3256788,56.33556,-0.46186414
Autograft,61.19257,5.0888357,56.335342,-0.4618723
Hopple,64.15573,0.6077627,56.289536,-0.46359408
Edemata,64.10562,-0.079069555,56.266136,-0.4644736
Inhumanism,63.115562,0.012699917,56.233555,-0.46569824
Scoliotic,64.71105,-3.2947583,56.219692,-0.4662193
Lollup,62.455498,1.5305537,56.20669,-0.46670797
Decream,61.763416,-2.2202246,56.169197,-0.4681173
Tracheole,65.415504,-1.195608,56.130775,-0.4695615
Furfuramid,65.94633,-3.5979981,56.130577,-0.46956894
Prognathous,60.4006,3.936392,56.110943,-0.47030693
Eyedroppers,61.859272,2.578986,56.101852,-0.47064862
Dawson,68.34867,3.176163,56.08895,-0.47113356
Guidecraft,62.998653,5.2070727,56.08119,-0.47142535
Ernest,65.39756,3.6737657,56.039375,-0.47299698
Fathogram,64.40265,0.6962811,56.035378,-0.47314724
Reposit,57.4477,4.102245,56.00788,-0.4741808
Curvifoliate,64.19946,0.824577,55.996304,-0.47461596
Equiarticulate,60.227467,1.7378606,55.99104,-0.47481382
Woundworth,63.208096,0.40346885,55.98358,-0.47509414
Practicianism,62.24773,-2.7373695,55.981663,-0.47516626
Pyrologies,62.54346,-0.6577601,55.97295,-0.47549376
Lavehr,63.64279,-2.496071,55.96645,-0.47573808
Spiraeas,62.363308,-1.4262719,55.949924,-0.47635922
Chokies,59.356655,-2.1527011,55.9464,-0.47649172
Thoron,60.630157,2.7727199,55.905567,-0.4780265
Squasher,65.793884,-0.9937251,55.895657,-0.47839904
Rantism,68.53876,-3.1676261,55.895527,-0.4784039
Ovaliform,63.584263,-0.6726628,55.858463,-0.47979704
Postauditory,63.550304,-2.9265726,55.852657,-0.48001525
Indicia,57.75065,-1.2169962,55.832157,-0.48078582
Sphenopsid,66.54452,0.8572016,55.813175,-0.48149928
Antidemocracy,53.691105,4.9014554,55.779915,-0.48274946
Overwarms,58.022266,0.6212435,55.77853,-0.48280153
Prongbuck,63.553635,2.282109,55.775856,-0.48290205
Chalcidica,61.96622,-5.610328,55.73694,-0.48436484
Iterances,60.22493,-1.7317601,55.718887,-0.48504335
Undresses,64.983154,0.62491083,55.71202,-0.48530143
Postliterate,65.37883,1.9102526,55.68706,-0.4862396
Fistularioid,66.83908,-0.4174875,55.684856,-0.4863225
Dorsispinal,63.512318,2.2713077,55.67746,-0.48660052
Nonembryonal,62.813004,-0.6600682,55.634644,-0.48820987
Multiframe,63.276047,4.0762706,55.608715,-0.48918447
Grifters,65.14861,3.9182675,55.606457,-0.48926935
Vingtieme,59.429512,-2.2534068,55.58328,-0.49014056
Lacerate,61.09362,2.3243542,55.546925,-0.49150702
Messianism,58.20092,1.090621,55.542896,-0.49165842
Jerque,58.480423,4.2565284,55.526604,-0.49227083
Truckle,63.13506,0.39428312,55.524734,-0.49234107
Abstain,58.841537,9.472658,55.50778,-0.49297842
Topmost,58.000523,-0.52343047,55.49625,-0.49341175
